group_type,group_name,scenario,metric,n_attempted,n_normally_completed,n_excluded,excluded_reasons,median,q1,q3,iqr,maximum
scenario_number,3,3,execution_time_increase_percent,10,10,0,,0.6332551002663367,0.5309482593137078,0.7681713892729546,0.23722312995924677,0.9796833965659358
scenario_number,4,4,position_error_rms,10,10,0,,0.06117739792318497,0.059987963334567594,0.06203209723630031,0.002044133901732713,0.06723553343441431
scenario_number,4,4,position_error_p95,10,10,0,,0.12972565253304733,0.1287706877465148,0.13262879715541648,0.0038581094089016887,0.13820378211887577
scenario_number,4,4,position_error_max,10,10,0,,0.1807414203116653,0.15198326510425722,0.1936472237347311,0.04166395863047387,0.20389155222593058
scenario_number,4,4,path_error_rms,10,10,0,,0.01589907527846646,0.014955257909368386,0.016711521169602044,0.0017562632602336585,0.017997713000152286
scenario_number,4,4,path_error_p95,10,10,0,,0.027411057549691538,0.02579244423170764,0.029365171960279452,0.0035727277285718118,0.03109143119039548
scenario_number,4,4,path_error_max,10,10,0,,0.032787070220327355,0.030467747870000686,0.03405122425218743,0.0035834763821867427,0.0402994628157315
scenario_number,4,4,heading_abs_error_rms,10,10,0,,0.04838263719578861,0.048012420793183797,0.0526075763690943,0.004595155575910503,0.05408254383686246
scenario_number,4,4,final_position_error,10,10,0,,0.046600201034706926,0.04584276494778557,0.04700081853009905,0.0011580535823134744,0.04796557569692796
scenario_number,4,4,final_heading_abs_error,10,10,0,,0.08119268207193531,0.0725802824279752,0.08414252262105149,0.011562240193076279,0.09244660530167259
scenario_number,4,4,execution_time,10,10,0,,8.567259669303894,8.544672429561615,8.573935091495514,0.029262661933898926,8.620457172393799
scenario_number,4,4,execution_time_increase_percent,10,10,0,,-1.435118105759273,-1.516306232839678,-1.3276566786637125,0.1886495541759654,-0.9986729751566771
